label_name,cluster_id,filename
동작구,36,KETI_SL_0000000191.AVI
서초구,36,KETI_SL_0000000254.AVI
아저씨,36,KETI_SL_0000000281.AVI
욕실,36,KETI_SL_0000000323.AVI
이상한사람,36,KETI_SL_0000000344.AVI
차밖,36,KETI_SL_0000000369.AVI
창문,36,KETI_SL_0000000371.AVI
교통사고,37,KETI_SL_0000000143.AVI
깔리다,37,KETI_SL_0000000157.AVI
선반,37,KETI_SL_0000000255.AVI
작년,37,KETI_SL_0000000352.AVI
17,38,KETI_SL_0000000018.AVI
75,38,KETI_SL_0000000076.AVI
구해주세요,39,KETI_SL_0000000149.AVI
노원구,39,KETI_SL_0000000170.AVI
뜨거운물,39,KETI_SL_0000000200.AVI
열어주세요,39,KETI_SL_0000000305.AVI
자상,39,KETI_SL_0000000351.AVI
발작,40,KETI_SL_0000000222.AVI
함몰되다,41,KETI_SL_0000000402.AVI
56,42,KETI_SL_0000000057.AVI
79,42,KETI_SL_0000000080.AVI
80,42,KETI_SL_0000000081.AVI
81,42,KETI_SL_0000000082.AVI
87,42,KETI_SL_0000000088.AVI
92,42,KETI_SL_0000000093.AVI
내일,42,KETI_SL_0000000168.AVI
딸,42,KETI_SL_0000000197.AVI
총,42,KETI_SL_0000000374.AVI
코,42,KETI_SL_0000000383.AVI
할아버지,42,KETI_SL_0000000401.AVI
화요일,42,KETI_SL_0000000417.AVI
계단,43,KETI_SL_0000000128.AVI
목요일,43,KETI_SL_0000000209.AVI
아줌마,44,KETI_SL_0000000282.AVI
손,45,KETI_SL_0000000264.AVI
열,45,KETI_SL_0000000303.AVI
독버섯,46,KETI_SL_0000000187.AVI
강도가 들어온것 같아요,47,KETI_SL_0000008446.MOV
빨리 와주세요,47,KETI_SL_0000008386.MOV
아기가 갑자기 토해요,47,KETI_SL_0000008448.MOV
아기가 장난감을 사켰어요,47,KETI_SL_0000036893.mp4
차 안에 강아지가 방치되어있어요,47,KETI_SL_0000008408.MOV
폭탄이 터졌어요,47,KETI_SL_0000008422.MOV
아파트,48,KETI_SL_0000000283.AVI
출혈,49,KETI_SL_0000000378.AVI
피나다,49,KETI_SL_0000000379.AVI
갇히다,50,KETI_SL_0000000111.AVI
감금,50,KETI_SL_0000000112.AVI
맹견,51,KETI_SL_0000000205.AVI
오른쪽-눈,52,KETI_SL_0000006182.AVI
가스,53,KETI_SL_0000000107.AVI
집,53,KETI_SL_0000000367.AVI
엘리베이터,54,KETI_SL_0000000298.AVI
보내주세요(경찰),55,KETI_SL_0000000234.AVI
올해,56,KETI_SL_0000000319.AVI
남자친구,57,KETI_SL_0000000159.AVI
유치원 버스,58,KETI_SL_0000001169.AVI
용산구,59,KETI_SL_0000000324.AVI
경운기,60,KETI_SL_0000000124.AVI
인대,61,KETI_SL_0000001536.AVI
응급처리,62,KETI_SL_0000000339.AVI
산,63,KETI_SL_0000000247.AVI
택시,63,KETI_SL_0000000384.AVI
장단지,64,KETI_SL_0000000355.AVI
집단폭행,65,KETI_SL_0000000368.AVI
윗집사람,66,KETI_SL_0000000332.AVI
폭우,67,KETI_SL_0000000396.AVI
차안,68,KETI_SL_0000000370.AVI
트랙터,69,KETI_SL_0000000388.AVI
조난,70,KETI_SL_0000000358.AVI
유리,71,KETI_SL_0000000333.AVI
무릎 인대를 다친 것 같아요,72,KETI_SL_0000008484.MOV
산에서 야생동물을 만났어요 저를 공격할 것 같아요,72,KETI_SL_0000008437.MOV
우리아이가 갑자기 의식을 잃었어요,72,KETI_SL_0000008468.MOV
자살,73,KETI_SL_0000000350.AVI
구급차,74,KETI_SL_0000000146.AVI
무릎,75,KETI_SL_0000000212.AVI
어떤 사람이 집단폭력을 당하고 있어요,76,KETI_SL_0000008400.MOV
화상을 입었어요,76,KETI_SL_0000008404.MOV
관악구,77,KETI_SL_0000000141.AVI
음식물,77,KETI_SL_0000000337.AVI
해독제,78,KETI_SL_0000000404.AVI
영등포구,79,KETI_SL_0000000307.AVI
학교,80,KETI_SL_0000000398.AVI
48,81,KETI_SL_0000002459.AVI
보건소,82,KETI_SL_0000000233.AVI
살해,83,KETI_SL_0000000249.AVI
옆집 할아버지,84,KETI_SL_0000001144.AVI
내년,85,KETI_SL_0000000167.AVI
밭,85,KETI_SL_0000000224.AVI
뼈,85,KETI_SL_0000000245.AVI
강풍,86,KETI_SL_0000000119.AVI
비닐하우스,86,KETI_SL_0000000242.AVI
스키를 타다가 넘어져서 못 일어나겠어요,87,KETI_SL_0000008421.MOV
개,88,KETI_SL_0000000120.AVI
금요일,89,KETI_SL_0000000152.AVI
가스가 새고 있는 것 같아요,90,KETI_SL_0000008430.MOV
밖에 모르는 사람이 서성거려요,90,KETI_SL_0000008472.MOV
아이가 말벌에 쏘여서 기절했어요,90,KETI_SL_0000008483.MOV
어떤 사람이 벼락을 맞았어요,90,KETI_SL_0000008428.MOV
우리 집에 불이 났어요,90,KETI_SL_0000008438.MOV
집에 모르는 사람이 침입했어요,90,KETI_SL_0000008445.MOV
친구가 숨을 안 쉬는 것 같아요,90,KETI_SL_0000008407.MOV
해안가에 상어가 나타났어요,90,KETI_SL_0000008475.MOV
빌라,91,KETI_SL_0000000244.AVI
벼락,92,KETI_SL_0000000231.AVI
질식,92,KETI_SL_0000000366.AVI
화재,92,KETI_SL_0000000419.AVI
낫,93,KETI_SL_0000000163.AVI
자동차,94,KETI_SL_0000000349.AVI
발목,95,KETI_SL_0000000221.AVI
불,96,KETI_SL_0000000239.AVI
불나다,96,KETI_SL_0000000240.AVI
누출,97,KETI_SL_0000000176.AVI
양천구,98,KETI_SL_0000000291.AVI
눈,99,KETI_SL_0000000177.AVI
성폭행,99,KETI_SL_0000000259.AVI
어지러움,100,KETI_SL_0000000294.AVI
감전,101,KETI_SL_0000000113.AVI
앞집,102,KETI_SL_0000000288.AVI
허리,103,KETI_SL_0000000406.AVI
술취한 사람,104,KETI_SL_0000000270.AVI
공사장,105,KETI_SL_0000000137.AVI
가렵다,106,KETI_SL_0000000106.AVI
위에,107,KETI_SL_0000000329.AVI
고열,108,KETI_SL_0000000131.AVI
동대문구,108,KETI_SL_0000000189.AVI
비상약,108,KETI_SL_0000000243.AVI
세브란스 병원 진료 예약을 해주세요,109,KETI_SL_0000008467.MOV
어떤 사람이 건물에서 추락했어요,109,KETI_SL_0000008413.MOV
어떤 사람이 칼로 위협하고 있어요,109,KETI_SL_0000008387.MOV
오늘,110,KETI_SL_0000000313.AVI
대문앞,111,KETI_SL_0000000181.AVI
출산,112,KETI_SL_0000000377.AVI
숨을안쉬다,113,KETI_SL_0000000271.AVI
농약,114,KETI_SL_0000000172.AVI
계곡,115,KETI_SL_0000000127.AVI
아기가 장난감을 삼켰어요,115,KETI_SL_0000008394.MOV
임신한아내,115,KETI_SL_0000000348.AVI
침수,115,KETI_SL_0000000381.AVI
토요일,115,KETI_SL_0000000385.AVI
발,116,KETI_SL_0000000219.AVI
옆집,117,KETI_SL_0000000308.AVI
독사,118,KETI_SL_0000000188.AVI
발가락,119,KETI_SL_0000000220.AVI
축사,120,KETI_SL_0000000376.AVI
아내,121,KETI_SL_0000000278.AVI
강동구,122,KETI_SL_0000000116.AVI
친구,123,KETI_SL_0000000380.AVI
운동장,124,KETI_SL_0000000326.AVI
납치,125,KETI_SL_0000000162.AVI
임산부,126,KETI_SL_0000000347.AVI
이번,127,KETI_SL_0000000343.AVI
화약,128,KETI_SL_0000000416.AVI
45,129,KETI_SL_0000000046.AVI
54,129,KETI_SL_0000000055.AVI
55,129,KETI_SL_0000000056.AVI
58,129,KETI_SL_0000000059.AVI
62,129,KETI_SL_0000000063.AVI
66,129,KETI_SL_0000000067.AVI
70,129,KETI_SL_0000000071.AVI
97,129,KETI_SL_0000000098.AVI
목,129,KETI_SL_0000000208.AVI
이마,129,KETI_SL_0000000341.AVI
통학버스,130,KETI_SL_0000000387.AVI
말벌,131,KETI_SL_0000000204.AVI
서랍,132,KETI_SL_0000000252.AVI
손목,132,KETI_SL_0000000266.AVI
강서구,133,KETI_SL_0000000118.AVI
뱀,133,KETI_SL_0000000228.AVI
옆집사람,133,KETI_SL_0000000311.AVI
호흡곤란,134,KETI_SL_0000000412.AVI
82,135,KETI_SL_0000000083.AVI
앞,135,KETI_SL_0000000287.AVI
구급대원,136,KETI_SL_0000000145.AVI
금천구,136,KETI_SL_0000000153.AVI
왼쪽,136,KETI_SL_0000000320.AVI
바다,137,KETI_SL_0000000217.AVI
소화기,138,KETI_SL_0000000262.AVI
소화전,138,KETI_SL_0000000263.AVI
18,139,KETI_SL_0000000019.AVI
다음,139,KETI_SL_0000000179.AVI
화장실,139,KETI_SL_0000000418.AVI
69,140,KETI_SL_0000000070.AVI
95,140,KETI_SL_0000000096.AVI
걸렸다,140,KETI_SL_0000000122.AVI
52,141,KETI_SL_0000000053.AVI
0,142,KETI_SL_0000000001.AVI
67,142,KETI_SL_0000000068.AVI
11,143,KETI_SL_0000000012.AVI
37,143,KETI_SL_0000000038.AVI
47,143,KETI_SL_0000000048.AVI
53,143,KETI_SL_0000000054.AVI
달(월),143,KETI_SL_0000000180.AVI
구청,144,KETI_SL_0000000148.AVI
멧돼지,144,KETI_SL_0000000207.AVI
보내주세요(구급차),144,KETI_SL_0000000235.AVI
붕대,144,KETI_SL_0000000241.AVI
연기,144,KETI_SL_0000000301.AVI
제초제,145,KETI_SL_0000000357.AVI
시청,146,KETI_SL_0000000272.AVI
가슴,147,KETI_SL_0000000108.AVI
결박,147,KETI_SL_0000000123.AVI
다리,147,KETI_SL_0000000178.AVI
머리,147,KETI_SL_0000000206.AVI
13,148,KETI_SL_0000000014.AVI
14,148,KETI_SL_0000000015.AVI
23,148,KETI_SL_0000000024.AVI
25,148,KETI_SL_0000000026.AVI
26,148,KETI_SL_0000000027.AVI
경찰,148,KETI_SL_0000000125.AVI
32,149,KETI_SL_0000000033.AVI
59,149,KETI_SL_0000000060.AVI
65,149,KETI_SL_0000000066.AVI
83,149,KETI_SL_0000000084.AVI
96,149,KETI_SL_0000000097.AVI
복부,149,KETI_SL_0000000226.AVI
100,150,KETI_SL_0000000101.AVI
28,150,KETI_SL_0000000029.AVI
5,150,KETI_SL_0000000006.AVI
61,150,KETI_SL_0000000062.AVI
독극물,150,KETI_SL_0000000186.AVI
볼,150,KETI_SL_0000000237.AVI
사이,150,KETI_SL_0000000246.AVI
형,150,KETI_SL_0000000411.AVI
파도,151,KETI_SL_0000000390.AVI
1000,152,KETI_SL_0000000104.AVI
12,152,KETI_SL_0000000013.AVI
29,152,KETI_SL_0000000030.AVI
31,152,KETI_SL_0000000032.AVI
4,152,KETI_SL_0000000005.AVI
42,152,KETI_SL_0000000043.AVI
44,152,KETI_SL_0000000045.AVI
64,152,KETI_SL_0000000065.AVI
7,152,KETI_SL_0000000008.AVI
누나,152,KETI_SL_0000000173.AVI
왼쪽-귀,153,KETI_SL_0000000321.AVI
51,154,KETI_SL_0000000052.AVI
2,155,KETI_SL_0000000003.AVI
34,155,KETI_SL_0000000035.AVI
46,155,KETI_SL_0000000047.AVI
50,155,KETI_SL_0000000051.AVI
40,156,KETI_SL_0000000041.AVI
43,156,KETI_SL_0000000044.AVI
60,156,KETI_SL_0000000061.AVI
72,156,KETI_SL_0000000073.AVI
월요일,156,KETI_SL_0000000327.AVI
위,156,KETI_SL_0000000328.AVI
15,157,KETI_SL_0000000016.AVI
호흡기,158,KETI_SL_0000000413.AVI
파편,159,KETI_SL_0000000391.AVI
지혈대,160,KETI_SL_0000000364.AVI
서대문구,161,KETI_SL_0000000251.AVI
119,162,KETI_SL_0000000103.AVI
84,162,KETI_SL_0000000085.AVI
85,162,KETI_SL_0000000086.AVI
89,162,KETI_SL_0000000090.AVI
도로,162,KETI_SL_0000000184.AVI
16,163,KETI_SL_0000000017.AVI
35,163,KETI_SL_0000000036.AVI
38,163,KETI_SL_0000000039.AVI
가시,163,KETI_SL_0000000109.AVI
체온계,164,KETI_SL_0000000373.AVI
식사를 하다가 목에 음식이 걸렸어요,165,KETI_SL_0000008420.MOV
여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요,165,KETI_SL_0000008383.MOV
발목을 접질렀어요,166,KETI_SL_0000008478.MOV
1,167,KETI_SL_0000000002.AVI
24,167,KETI_SL_0000000025.AVI
27,167,KETI_SL_0000000028.AVI
3,167,KETI_SL_0000000004.AVI
71,167,KETI_SL_0000000072.AVI
88,167,KETI_SL_0000000089.AVI
94,167,KETI_SL_0000000095.AVI
벌,167,KETI_SL_0000000229.AVI
언니,167,KETI_SL_0000000295.AVI
옆쪽,167,KETI_SL_0000000312.AVI
토하다,167,KETI_SL_0000000386.AVI
33,168,KETI_SL_0000000034.AVI
39,168,KETI_SL_0000000040.AVI
49,168,KETI_SL_0000000050.AVI
74,168,KETI_SL_0000000075.AVI
90,168,KETI_SL_0000000091.AVI
반점생기다,169,KETI_SL_0000000218.AVI
93,170,KETI_SL_0000002509.AVI
10,171,KETI_SL_0000000011.AVI
57,171,KETI_SL_0000000058.AVI
73,171,KETI_SL_0000000074.AVI
9,171,KETI_SL_0000000010.AVI
98,171,KETI_SL_0000000099.AVI
곰,171,KETI_SL_0000000136.AVI
오빠,172,KETI_SL_0000000317.AVI
서울시,173,KETI_SL_0000000253.AVI
안방,173,KETI_SL_0000000285.AVI
일요일,173,KETI_SL_0000000346.AVI
장난감,173,KETI_SL_0000000354.AVI
급류에 친구가 휩쓸렸어요,174,KETI_SL_0000008417.MOV
몸이 결박 당해있어요,174,KETI_SL_0000008434.MOV
밖에 싸움이 났어요 경찰을 불러주세요,174,KETI_SL_0000008474.MOV
아기를 낳을것 같아요,174,KETI_SL_0000008447.MOV
옆집에 불이 났어요,174,KETI_SL_0000008440.MOV
해파리에게 쏘였어요,174,KETI_SL_0000008424.MOV
119 구조대를 불러주세요,175,KETI_SL_0000008469.MOV
가스가 새고 있어요,175,KETI_SL_0000008443.MOV
복통이 심해요,175,KETI_SL_0000008455.MOV
아들이 놀이터에서 놀다가 팔이 부러졌어요,175,KETI_SL_0000008477.MOV
아파서 못 참을것 같아요,175,KETI_SL_0000008456.MOV
집 벽이 무너질려고 해요,175,KETI_SL_0000008461.MOV
감전 사고가 났어요,176,KETI_SL_0000008444.MOV
강아지가 뼈를 삼켰어요,176,KETI_SL_0000008393.MOV
고압선이 끊어져 있어요,176,KETI_SL_0000008432.MOV
너무 아파요,176,KETI_SL_0000008385.MOV
눈에 이물질이 들어갔어요,176,KETI_SL_0000008414.MOV
동생이 문틈에 손이 끼었어요,176,KETI_SL_0000008384.MOV
말벌에게 쏘였어요,176,KETI_SL_0000008423.MOV
문에 몸이 끼었어요,176,KETI_SL_0000008429.MOV
아내가 쓰러졌어요,176,KETI_SL_0000008476.MOV
아랫집에 불이 났어요,176,KETI_SL_0000008441.MOV
아이가 장난감을 삼켰어요,176,KETI_SL_0000008454.MOV
어떤 사람한테 납치당했어요,176,KETI_SL_0000008410.MOV
어지러워서 서있을 수 없어요,176,KETI_SL_0000008470.MOV
엄마가 신장병에 있는데 쓰러지셨어요,176,KETI_SL_0000008485.MOV
주변 구조물이 무너져서 몸이 끼었어요 몸을 움직이지 못하겠어요,176,KETI_SL_0000008389.MOV
할머니가 갑자기 쓰러지셨어요,176,KETI_SL_0000008391.MOV
허리가 아파서 일어날 수 없어요,176,KETI_SL_0000008481.MOV
바다에서 조난을 당했어요,177,KETI_SL_0000008427.MOV
비행기가 추락하고 있어요,177,KETI_SL_0000008418.MOV
사람이 무거운 물건에 깔렸어요,177,KETI_SL_0000008465.MOV
터널이 무너져 갇혔어요,177,KETI_SL_0000008415.MOV
아이를 모르는 사람이 데려갔어요,178,KETI_SL_0000008451.MOV
윗집에 불이 났어요,178,KETI_SL_0000008439.MOV
홍수가 나서 집이 물에 잠기고 있어요,179,KETI_SL_0000008431.MOV
남편이 높은데서 떨어져서 머리에서 피나요,180,KETI_SL_0000008463.MOV
도와주세요!,180,KETI_SL_0000008436.MOV
독버섯을 먹은 것 같아요,180,KETI_SL_0000008425.MOV
배가 침몰하고 있어요,180,KETI_SL_0000008396.MOV
이상한 사람이 저를 쫓아와요,180,KETI_SL_0000008397.MOV
지하철 역 안에서 화재가 발생했어요,180,KETI_SL_0000008403.MOV
해안가에 해파리가 나타났어요,180,KETI_SL_0000008382.MOV
친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,181,KETI_SL_0000008405.MOV
근처에서 폭탄이 터졌어요,182,KETI_SL_0000008390.MOV
내가 방에 갇혔어요,183,KETI_SL_0000008459.MOV
유리가 깨져서 발을 다쳤어요,184,KETI_SL_0000008462.MOV
광견병에 걸린 개에게 물렸어요,185,KETI_SL_0000008412.MOV
(사람)이 갑자기 쓰러졌어요,186,KETI_SL_0000008392.MOV
112에 신고해주세요,186,KETI_SL_0000008473.MOV
고속도로에서 자동차가 갑자기 멈췄어요,186,KETI_SL_0000008395.MOV
근처에 있는 건물이 붕괴되고 있어요,186,KETI_SL_0000008402.MOV
밖에 불이 났어요. 소방차를 불러주세요,186,KETI_SL_0000008471.MOV
산에서 뱀에게 물렸어요,186,KETI_SL_0000008411.MOV
아기가 숨을 안 쉬어요,186,KETI_SL_0000008449.MOV
아이가 독극물을 삼켰어요,186,KETI_SL_0000008452.MOV
아이를 공원에서 잃어버렸어요,186,KETI_SL_0000008450.MOV
어떤 사람이 교통사고를 당했어요,186,KETI_SL_0000008409.MOV
어떤 사람이 무기 흉기를 소지하고 있어요,186,KETI_SL_0000008401.MOV
어떤 사람이 저를 죽이려고 해요,186,KETI_SL_0000008435.MOV
어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요,186,KETI_SL_0000008482.MOV
어떤 사람이 무기/흉기를 소지하고 있어요,187,KETI_SL_0000036899.mp4
술 취한 사람이 방망이로 사람들을 때리고 있어요,188,KETI_SL_0000008388.MOV
몸에 열이 많이 나고 두통이 심해요,189,KETI_SL_0000008466.MOV
빨리 도와주세요,189,KETI_SL_0000008457.MOV
숨이 안 쉬어져요,189,KETI_SL_0000008433.MOV
아이가 방에 갇혔어요,189,KETI_SL_0000008458.MOV
어떤 사람이 길거리에서 피를 많이 흘리고 있어요,189,KETI_SL_0000008419.MOV
어떤 사람이 자살을 시도하고 있어요,189,KETI_SL_0000008453.MOV
집에 도둑(강도)이 들어왔어요,189,KETI_SL_0000008398.MOV
집에 불이 났어요,189,KETI_SL_0000008381.MOV
집에 전기가 나갔어요,189,KETI_SL_0000008479.MOV
집이 흔들려요,189,KETI_SL_0000008460.MOV
친구가 감전 사고를 당했어요,189,KETI_SL_0000008406.MOV
밖에 불이 났어요 소방차를 불러주세요,190,KETI_SL_0000036963.mp4
쫓아오는 것 같아요,191,KETI_SL_0000008399.MOV
배고프다,192,KETI_SL_0000000227.AVI
어떤 사람이 바다에 빠졌어요,193,KETI_SL_0000008464.MOV
어디선가 연기가 나요 불이 나고 있는 것 같아요,194,KETI_SL_0000008416.MOV
(신체부위)가 절단됐어요,195,KETI_SL_0000008426.MOV
엘리베이터가 갑자기 중간에 멈췄어요,195,KETI_SL_0000008442.MOV
공원,196,KETI_SL_0000000138.AVI
놀이터,196,KETI_SL_0000000139.AVI
방망이,196,KETI_SL_0000000223.AVI
약국,196,KETI_SL_0000000289.AVI
강북구,197,KETI_SL_0000000117.AVI
금가다,198,KETI_SL_0000000151.AVI
병원,198,KETI_SL_0000000232.AVI
의사,198,KETI_SL_0000000340.AVI
각목,199,KETI_SL_0000000110.AVI
강,199,KETI_SL_0000000114.AVI
낯선남자,199,KETI_SL_0000000164.AVI
누전,199,KETI_SL_0000000175.AVI
마포구,199,KETI_SL_0000000202.AVI
오른쪽,199,KETI_SL_0000000314.AVI
이웃집,199,KETI_SL_0000000345.AVI
할머니,199,KETI_SL_0000000400.AVI
구급대,200,KETI_SL_0000000144.AVI
종로구,200,KETI_SL_0000000359.AVI
중랑구,200,KETI_SL_0000000362.AVI
끓는물,201,KETI_SL_0000000158.AVI
마당,201,KETI_SL_0000000201.AVI
수영장,201,KETI_SL_0000000268.AVI
엽총,201,KETI_SL_0000000306.AVI
응급대원,201,KETI_SL_0000000338.AVI
이물질,201,KETI_SL_0000000342.AVI
팔꿈치,201,KETI_SL_0000000393.AVI
해(연),201,KETI_SL_0000000403.AVI
송파구,202,KETI_SL_0000000267.AVI
여자친구,203,KETI_SL_0000000299.AVI
위협,203,KETI_SL_0000000330.AVI
광진구,204,KETI_SL_0000000142.AVI
살충제,205,KETI_SL_0000000248.AVI
91,206,KETI_SL_0000000092.AVI
77,207,KETI_SL_0000000078.AVI
78,207,KETI_SL_0000000079.AVI
19,208,KETI_SL_0000000020.AVI
20,208,KETI_SL_0000000021.AVI
6,208,KETI_SL_0000000007.AVI
99,208,KETI_SL_0000000100.AVI
동전,208,KETI_SL_0000000192.AVI
물,208,KETI_SL_0000000214.AVI
삼키다,208,KETI_SL_0000000250.AVI
어제,208,KETI_SL_0000000293.AVI
왼쪽-눈,208,KETI_SL_0000000322.AVI
음식을 하다가 손가락을 칼에 베였어요,209,KETI_SL_0000008480.MOV
10000,210,KETI_SL_0000000105.AVI
귀,210,KETI_SL_0000000150.AVI
냄새나다,210,KETI_SL_0000000169.AVI
배,210,KETI_SL_0000000225.AVI
수요일,210,KETI_SL_0000000269.AVI
아들,210,KETI_SL_0000000279.AVI
아빠,210,KETI_SL_0000000280.AVI
오른쪽-귀,210,KETI_SL_0000000315.AVI
주,210,KETI_SL_0000000360.AVI
지난,210,KETI_SL_0000000363.AVI
급류,211,KETI_SL_0000000154.AVI
낯선여자,212,KETI_SL_0000000166.AVI
동생,212,KETI_SL_0000000190.AVI
어깨,212,KETI_SL_0000000292.AVI
엄마,212,KETI_SL_0000000297.AVI
