label_name,cluster_id,filename
38,170,KETI_SL_0000000039.AVI
69,170,KETI_SL_0000000070.AVI
95,170,KETI_SL_0000000096.AVI
다음,170,KETI_SL_0000000179.AVI
23,171,KETI_SL_0000000024.AVI
46,171,KETI_SL_0000000047.AVI
60,171,KETI_SL_0000000061.AVI
82,171,KETI_SL_0000000083.AVI
가시,171,KETI_SL_0000000109.AVI
21,172,KETI_SL_0000000022.AVI
14,173,KETI_SL_0000000015.AVI
15,173,KETI_SL_0000000016.AVI
30,173,KETI_SL_0000000031.AVI
32,173,KETI_SL_0000000033.AVI
40,173,KETI_SL_0000000041.AVI
66,173,KETI_SL_0000000067.AVI
84,173,KETI_SL_0000000085.AVI
53,174,KETI_SL_0000000054.AVI
구급대,175,KETI_SL_0000000144.AVI
낯선여자,176,KETI_SL_0000000166.AVI
파편,177,KETI_SL_0000000391.AVI
각목,178,KETI_SL_0000000110.AVI
고열,178,KETI_SL_0000000131.AVI
누수,178,KETI_SL_0000000174.AVI
동대문구,178,KETI_SL_0000000189.AVI
서초구,178,KETI_SL_0000000254.AVI
중랑구,178,KETI_SL_0000000362.AVI
고압선이 끊어져 있어요,179,KETI_SL_0000008432.MOV
급류에 친구가 휩쓸렸어요,179,KETI_SL_0000008417.MOV
몸이 결박 당해있어요,179,KETI_SL_0000008434.MOV
밖에 싸움이 났어요 경찰을 불러주세요,179,KETI_SL_0000008474.MOV
복통이 심해요,179,KETI_SL_0000008455.MOV
비행기가 추락하고 있어요,179,KETI_SL_0000008418.MOV
아기를 낳을것 같아요,179,KETI_SL_0000008447.MOV
아이가 장난감을 삼켰어요,179,KETI_SL_0000008454.MOV
옆집에 불이 났어요,179,KETI_SL_0000008440.MOV
해파리에게 쏘였어요,179,KETI_SL_0000008424.MOV
빨리 와주세요,180,KETI_SL_0000008386.MOV
가스가 새고 있어요,181,KETI_SL_0000008443.MOV
도와주세요!,181,KETI_SL_0000008436.MOV
사람이 무거운 물건에 깔렸어요,181,KETI_SL_0000008465.MOV
터널이 무너져 갇혔어요,181,KETI_SL_0000008415.MOV
근처에서 폭탄이 터졌어요,182,KETI_SL_0000008390.MOV
광견병에 걸린 개에게 물렸어요,183,KETI_SL_0000008412.MOV
너무 아파요,183,KETI_SL_0000008385.MOV
말벌에게 쏘였어요,183,KETI_SL_0000008423.MOV
엄마가 신장병에 있는데 쓰러지셨어요,183,KETI_SL_0000008485.MOV
할머니가 갑자기 쓰러지셨어요,183,KETI_SL_0000008391.MOV
강도가 들어온것 같아요,184,KETI_SL_0000008446.MOV
폭탄이 터졌어요,184,KETI_SL_0000008422.MOV
아들이 놀이터에서 놀다가 팔이 부러졌어요,185,KETI_SL_0000008477.MOV
친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,186,KETI_SL_0000008405.MOV
홍수가 나서 집이 물에 잠기고 있어요,187,KETI_SL_0000008431.MOV
감전 사고가 났어요,188,KETI_SL_0000008444.MOV
남편이 높은데서 떨어져서 머리에서 피나요,188,KETI_SL_0000008463.MOV
눈에 이물질이 들어갔어요,188,KETI_SL_0000008414.MOV
독버섯을 먹은 것 같아요,188,KETI_SL_0000008425.MOV
동생이 문틈에 손이 끼었어요,188,KETI_SL_0000008384.MOV
문에 몸이 끼었어요,188,KETI_SL_0000008429.MOV
배가 침몰하고 있어요,188,KETI_SL_0000008396.MOV
스키를 타다가 넘어져서 못 일어나겠어요,188,KETI_SL_0000008421.MOV
아내가 쓰러졌어요,188,KETI_SL_0000008476.MOV
아랫집에 불이 났어요,188,KETI_SL_0000008441.MOV
어떤 사람한테 납치당했어요,188,KETI_SL_0000008410.MOV
어지러워서 서있을 수 없어요,188,KETI_SL_0000008470.MOV
이상한 사람이 저를 쫓아와요,188,KETI_SL_0000008397.MOV
주변 구조물이 무너져서 몸이 끼었어요 몸을 움직이지 못하겠어요,188,KETI_SL_0000008389.MOV
지하철 역 안에서 화재가 발생했어요,188,KETI_SL_0000008403.MOV
해안가에 해파리가 나타났어요,188,KETI_SL_0000008382.MOV
허리가 아파서 일어날 수 없어요,188,KETI_SL_0000008481.MOV
28,189,KETI_SL_0000000029.AVI
29,189,KETI_SL_0000000030.AVI
63,189,KETI_SL_0000000064.AVI
68,189,KETI_SL_0000000069.AVI
벌,189,KETI_SL_0000000229.AVI
신고하세요(경찰),189,KETI_SL_0000000273.AVI
100,190,KETI_SL_0000000101.AVI
1000,190,KETI_SL_0000000104.AVI
17,190,KETI_SL_0000000018.AVI
5,190,KETI_SL_0000000006.AVI
67,190,KETI_SL_0000000068.AVI
7,190,KETI_SL_0000000008.AVI
72,190,KETI_SL_0000000073.AVI
독극물,190,KETI_SL_0000000186.AVI
복부,190,KETI_SL_0000000226.AVI
월요일,190,KETI_SL_0000000327.AVI
위,190,KETI_SL_0000000328.AVI
호흡기,190,KETI_SL_0000000413.AVI
소화전,191,KETI_SL_0000000263.AVI
광진구,192,KETI_SL_0000000142.AVI
볼,193,KETI_SL_0000000237.AVI
파도,194,KETI_SL_0000000390.AVI
0,195,KETI_SL_0000000001.AVI
12,195,KETI_SL_0000000013.AVI
31,195,KETI_SL_0000000032.AVI
4,195,KETI_SL_0000000005.AVI
42,195,KETI_SL_0000000043.AVI
44,195,KETI_SL_0000000045.AVI
45,195,KETI_SL_0000000046.AVI
50,195,KETI_SL_0000000051.AVI
59,195,KETI_SL_0000000060.AVI
61,195,KETI_SL_0000000062.AVI
64,195,KETI_SL_0000000065.AVI
65,195,KETI_SL_0000000066.AVI
75,195,KETI_SL_0000000076.AVI
83,195,KETI_SL_0000000084.AVI
누나,195,KETI_SL_0000000173.AVI
앞,196,KETI_SL_0000000287.AVI
2,197,KETI_SL_0000000003.AVI
34,197,KETI_SL_0000000035.AVI
51,198,KETI_SL_0000000052.AVI
거실,199,KETI_SL_0000000121.AVI
(사람)이 갑자기 쓰러졌어요,200,KETI_SL_0000008392.MOV
몸에 열이 많이 나고 두통이 심해요,200,KETI_SL_0000008466.MOV
숨이 안 쉬어져요,200,KETI_SL_0000008433.MOV
아이를 공원에서 잃어버렸어요,200,KETI_SL_0000008450.MOV
어떤 사람이 교통사고를 당했어요,200,KETI_SL_0000008409.MOV
어떤 사람이 길거리에서 피를 많이 흘리고 있어요,200,KETI_SL_0000008419.MOV
어떤 사람이 무기 흉기를 소지하고 있어요,200,KETI_SL_0000008401.MOV
어떤 사람이 바다에 빠졌어요,200,KETI_SL_0000008464.MOV
어떤 사람이 자살을 시도하고 있어요,200,KETI_SL_0000008453.MOV
어떤 사람이 저를 죽이려고 해요,200,KETI_SL_0000008435.MOV
어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요,200,KETI_SL_0000008482.MOV
집에 도둑(강도)이 들어왔어요,200,KETI_SL_0000008398.MOV
집에 불이 났어요,200,KETI_SL_0000008381.MOV
집에 전기가 나갔어요,200,KETI_SL_0000008479.MOV
집이 흔들려요,200,KETI_SL_0000008460.MOV
쫓아오는 것 같아요,200,KETI_SL_0000008399.MOV
친구가 감전 사고를 당했어요,200,KETI_SL_0000008406.MOV
배고프다,201,KETI_SL_0000000227.AVI
반점생기다,202,KETI_SL_0000000218.AVI
술 취한 사람이 방망이로 사람들을 때리고 있어요,203,KETI_SL_0000008388.MOV
바다에서 조난을 당했어요,204,KETI_SL_0000008427.MOV
빨리 도와주세요,205,KETI_SL_0000008457.MOV
아기가 숨을 안 쉬어요,205,KETI_SL_0000008449.MOV
48,206,KETI_SL_0000002459.AVI
(신체부위)가 절단됐어요,207,KETI_SL_0000008426.MOV
가스가 새고 있는 것 같아요,207,KETI_SL_0000008430.MOV
밖에 모르는 사람이 서성거려요,207,KETI_SL_0000008472.MOV
어떤 사람이 벼락을 맞았어요,207,KETI_SL_0000008428.MOV
우리 집에 불이 났어요,207,KETI_SL_0000008438.MOV
집에 모르는 사람이 침입했어요,207,KETI_SL_0000008445.MOV
친구가 숨을 안 쉬는 것 같아요,207,KETI_SL_0000008407.MOV
