2025-07-03 19:42:48 - VideoClusterCategorizer - INFO - VideoClusterCategorizer initialized with: ../categorizer/two-clusters/video_clusters.csv
2025-07-03 19:42:48 - VideoClusterCategorizer - INFO - Header line: ﻿label_name,cluster_id,filename
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 12: {'\ufefflabel_name': '공장', 'cluster_id': '3', 'filename': 'KETI_SL_0000000140.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 13: {'\ufefflabel_name': '밑에', 'cluster_id': '3', 'filename': 'KETI_SL_0000000215.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 14: {'\ufefflabel_name': '심장마비', 'cluster_id': '3', 'filename': 'KETI_SL_0000000274.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 15: {'\ufefflabel_name': '아래', 'cluster_id': '3', 'filename': 'KETI_SL_0000000216.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 16: {'\ufefflabel_name': '뒤', 'cluster_id': '4', 'filename': 'KETI_SL_0000000194.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 17: {'\ufefflabel_name': '77', 'cluster_id': '5', 'filename': 'KETI_SL_0000000078.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 18: {'\ufefflabel_name': '볼', 'cluster_id': '5', 'filename': 'KETI_SL_0000000237.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 19: {'\ufefflabel_name': '도봉구', 'cluster_id': '6', 'filename': 'KETI_SL_0000000185.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 20: {'\ufefflabel_name': '바다', 'cluster_id': '6', 'filename': 'KETI_SL_0000000217.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 21: {'\ufefflabel_name': '호흡곤란', 'cluster_id': '6', 'filename': 'KETI_SL_0000000412.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 22: {'\ufefflabel_name': '강남구', 'cluster_id': '7', 'filename': 'KETI_SL_0000000115.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 23: {'\ufefflabel_name': '강서구', 'cluster_id': '7', 'filename': 'KETI_SL_0000000118.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 24: {'\ufefflabel_name': '고속도로', 'cluster_id': '7', 'filename': 'KETI_SL_0000000129.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 25: {'\ufefflabel_name': '시청', 'cluster_id': '7', 'filename': 'KETI_SL_0000000272.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 26: {'\ufefflabel_name': '성폭행', 'cluster_id': '8', 'filename': 'KETI_SL_0000000259.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 27: {'\ufefflabel_name': '목요일', 'cluster_id': '9', 'filename': 'KETI_SL_0000000209.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 28: {'\ufefflabel_name': '10000', 'cluster_id': '10', 'filename': 'KETI_SL_0000000105.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 29: {'\ufefflabel_name': '냄새나다', 'cluster_id': '10', 'filename': 'KETI_SL_0000000169.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 30: {'\ufefflabel_name': '동생', 'cluster_id': '10', 'filename': 'KETI_SL_0000000190.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 31: {'\ufefflabel_name': '배', 'cluster_id': '10', 'filename': 'KETI_SL_0000000225.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 32: {'\ufefflabel_name': '아들', 'cluster_id': '10', 'filename': 'KETI_SL_0000000279.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 33: {'\ufefflabel_name': '주', 'cluster_id': '10', 'filename': 'KETI_SL_0000000360.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 34: {'\ufefflabel_name': '지난', 'cluster_id': '10', 'filename': 'KETI_SL_0000000363.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 35: {'\ufefflabel_name': '강북구', 'cluster_id': '11', 'filename': 'KETI_SL_0000000117.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 36: {'\ufefflabel_name': '논', 'cluster_id': '11', 'filename': 'KETI_SL_0000000171.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 37: {'\ufefflabel_name': '서울시', 'cluster_id': '11', 'filename': 'KETI_SL_0000000253.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 38: {'\ufefflabel_name': '알려주세요', 'cluster_id': '11', 'filename': 'KETI_SL_0000000286.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 39: {'\ufefflabel_name': '일요일', 'cluster_id': '11', 'filename': 'KETI_SL_0000000346.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 40: {'\ufefflabel_name': '장난감', 'cluster_id': '11', 'filename': 'KETI_SL_0000000354.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 41: {'\ufefflabel_name': '창백하다', 'cluster_id': '11', 'filename': 'KETI_SL_0000000372.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 42: {'\ufefflabel_name': '계곡', 'cluster_id': '12', 'filename': 'KETI_SL_0000000127.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 43: {'\ufefflabel_name': '임신한아내', 'cluster_id': '12', 'filename': 'KETI_SL_0000000348.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 44: {'\ufefflabel_name': '살충제', 'cluster_id': '13', 'filename': 'KETI_SL_0000000248.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 45: {'\ufefflabel_name': '폭발', 'cluster_id': '14', 'filename': 'KETI_SL_0000000394.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 46: {'\ufefflabel_name': '폭탄', 'cluster_id': '14', 'filename': 'KETI_SL_0000000395.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 47: {'\ufefflabel_name': '위에', 'cluster_id': '15', 'filename': 'KETI_SL_0000000329.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 48: {'\ufefflabel_name': '남편', 'cluster_id': '16', 'filename': 'KETI_SL_0000000160.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 49: {'\ufefflabel_name': '아기', 'cluster_id': '16', 'filename': 'KETI_SL_0000000275.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 50: {'\ufefflabel_name': '아이들', 'cluster_id': '16', 'filename': 'KETI_SL_0000000276.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 51: {'\ufefflabel_name': '어린이', 'cluster_id': '16', 'filename': 'KETI_SL_0000000277.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 52: {'\ufefflabel_name': '손', 'cluster_id': '17', 'filename': 'KETI_SL_0000000264.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 53: {'\ufefflabel_name': '조난', 'cluster_id': '18', 'filename': 'KETI_SL_0000000358.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 54: {'\ufefflabel_name': '칼', 'cluster_id': '18', 'filename': 'KETI_SL_0000000382.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 55: {'\ufefflabel_name': '무릎 인대를 다친 것 같아요', 'cluster_id': '19', 'filename': 'KETI_SL_0000008484.MOV'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 56: {'\ufefflabel_name': '산에서 야생동물을 만났어요 저를 공격할 것 같아요', 'cluster_id': '19', 'filename': 'KETI_SL_0000008437.MOV'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 57: {'\ufefflabel_name': '우리아이가 갑자기 의식을 잃었어요', 'cluster_id': '19', 'filename': 'KETI_SL_0000008468.MOV'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 58: {'\ufefflabel_name': '93', 'cluster_id': '20', 'filename': 'KETI_SL_0000002509.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 59: {'\ufefflabel_name': '출혈', 'cluster_id': '21', 'filename': 'KETI_SL_0000000378.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 60: {'\ufefflabel_name': '피나다', 'cluster_id': '21', 'filename': 'KETI_SL_0000000379.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 61: {'\ufefflabel_name': '인대', 'cluster_id': '22', 'filename': 'KETI_SL_0000001536.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 62: {'\ufefflabel_name': '학생', 'cluster_id': '23', 'filename': 'KETI_SL_0000000399.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 63: {'\ufefflabel_name': '아파트', 'cluster_id': '24', 'filename': 'KETI_SL_0000000283.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 64: {'\ufefflabel_name': '무릎', 'cluster_id': '25', 'filename': 'KETI_SL_0000000212.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 65: {'\ufefflabel_name': '함몰되다', 'cluster_id': '26', 'filename': 'KETI_SL_0000000402.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 66: {'\ufefflabel_name': '강도가 들어온것 같아요', 'cluster_id': '27', 'filename': 'KETI_SL_0000008446.MOV'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 67: {'\ufefflabel_name': '식사를 하다가 목에 음식이 걸렸어요', 'cluster_id': '27', 'filename': 'KETI_SL_0000008420.MOV'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 68: {'\ufefflabel_name': '이상한 사람이 저를 쫓아와요', 'cluster_id': '27', 'filename': 'KETI_SL_0000008397.MOV'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 69: {'\ufefflabel_name': '주변 구조물이 무너져서 몸이 끼었어요 몸을 움직이지 못하겠어요', 'cluster_id': '27', 'filename': 'KETI_SL_0000008389.MOV'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 70: {'\ufefflabel_name': '교통사고', 'cluster_id': '28', 'filename': 'KETI_SL_0000000143.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 71: {'\ufefflabel_name': '학교', 'cluster_id': '28', 'filename': 'KETI_SL_0000000398.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 72: {'\ufefflabel_name': '아내', 'cluster_id': '29', 'filename': 'KETI_SL_0000000278.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 73: {'\ufefflabel_name': '양천구', 'cluster_id': '30', 'filename': 'KETI_SL_0000000291.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 74: {'\ufefflabel_name': '납치', 'cluster_id': '31', 'filename': 'KETI_SL_0000000162.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 75: {'\ufefflabel_name': '홍수', 'cluster_id': '32', 'filename': 'KETI_SL_0000000414.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 76: {'\ufefflabel_name': '84', 'cluster_id': '33', 'filename': 'KETI_SL_0000000085.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 77: {'\ufefflabel_name': '85', 'cluster_id': '33', 'filename': 'KETI_SL_0000000086.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 78: {'\ufefflabel_name': '99', 'cluster_id': '33', 'filename': 'KETI_SL_0000000100.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 79: {'\ufefflabel_name': '계단', 'cluster_id': '34', 'filename': 'KETI_SL_0000000128.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 80: {'\ufefflabel_name': '갇히다', 'cluster_id': '35', 'filename': 'KETI_SL_0000000111.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 81: {'\ufefflabel_name': '감금', 'cluster_id': '35', 'filename': 'KETI_SL_0000000112.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 82: {'\ufefflabel_name': '기절', 'cluster_id': '36', 'filename': 'KETI_SL_0000000155.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 83: {'\ufefflabel_name': '기절하다', 'cluster_id': '36', 'filename': 'KETI_SL_0000000156.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 84: {'\ufefflabel_name': '무너지다', 'cluster_id': '37', 'filename': 'KETI_SL_0000000210.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 85: {'\ufefflabel_name': '붕괴', 'cluster_id': '37', 'filename': 'KETI_SL_0000000211.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 86: {'\ufefflabel_name': '폭행', 'cluster_id': '38', 'filename': 'KETI_SL_0000000397.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 87: {'\ufefflabel_name': '해독제', 'cluster_id': '39', 'filename': 'KETI_SL_0000000404.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 88: {'\ufefflabel_name': '구급차', 'cluster_id': '40', 'filename': 'KETI_SL_0000000146.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 89: {'\ufefflabel_name': '남학생', 'cluster_id': '40', 'filename': 'KETI_SL_0000000161.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 90: {'\ufefflabel_name': '누수', 'cluster_id': '40', 'filename': 'KETI_SL_0000000174.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 91: {'\ufefflabel_name': '복통', 'cluster_id': '40', 'filename': 'KETI_SL_0000000236.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 92: {'\ufefflabel_name': '은평구', 'cluster_id': '40', 'filename': 'KETI_SL_0000000336.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 93: {'\ufefflabel_name': '영등포구', 'cluster_id': '41', 'filename': 'KETI_SL_0000000307.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 94: {'\ufefflabel_name': '유치원', 'cluster_id': '42', 'filename': 'KETI_SL_0000000334.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 95: {'\ufefflabel_name': '발작', 'cluster_id': '43', 'filename': 'KETI_SL_0000000222.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 96: {'\ufefflabel_name': '남자친구', 'cluster_id': '44', 'filename': 'KETI_SL_0000000159.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 97: {'\ufefflabel_name': '고장', 'cluster_id': '45', 'filename': 'KETI_SL_0000000132.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 98: {'\ufefflabel_name': '부러지다', 'cluster_id': '45', 'filename': 'KETI_SL_0000000133.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 99: {'\ufefflabel_name': '자동차', 'cluster_id': '45', 'filename': 'KETI_SL_0000000349.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 100: {'\ufefflabel_name': '노원구', 'cluster_id': '46', 'filename': 'KETI_SL_0000000170.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 101: {'\ufefflabel_name': '부엌', 'cluster_id': '46', 'filename': 'KETI_SL_0000000238.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 102: {'\ufefflabel_name': '엽총', 'cluster_id': '46', 'filename': 'KETI_SL_0000000306.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 103: {'\ufefflabel_name': '아줌마', 'cluster_id': '47', 'filename': 'KETI_SL_0000000282.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 104: {'\ufefflabel_name': '여자친구', 'cluster_id': '48', 'filename': 'KETI_SL_0000000299.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 105: {'\ufefflabel_name': '위협', 'cluster_id': '48', 'filename': 'KETI_SL_0000000330.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 106: {'\ufefflabel_name': '경찰차', 'cluster_id': '49', 'filename': 'KETI_SL_0000000126.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 107: {'\ufefflabel_name': '대문앞', 'cluster_id': '50', 'filename': 'KETI_SL_0000000181.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 108: {'\ufefflabel_name': '살해', 'cluster_id': '51', 'filename': 'KETI_SL_0000000249.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 109: {'\ufefflabel_name': '도둑', 'cluster_id': '52', 'filename': 'KETI_SL_0000000182.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 110: {'\ufefflabel_name': '절도', 'cluster_id': '52', 'filename': 'KETI_SL_0000000183.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 111: {'\ufefflabel_name': '소방차', 'cluster_id': '53', 'filename': 'KETI_SL_0000000261.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 112: {'\ufefflabel_name': '화상', 'cluster_id': '54', 'filename': 'KETI_SL_0000000415.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 113: {'\ufefflabel_name': '구로구', 'cluster_id': '55', 'filename': 'KETI_SL_0000000147.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 114: {'\ufefflabel_name': '연락해주세요', 'cluster_id': '55', 'filename': 'KETI_SL_0000000302.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 115: {'\ufefflabel_name': '윗집', 'cluster_id': '55', 'filename': 'KETI_SL_0000000331.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 116: {'\ufefflabel_name': '협박', 'cluster_id': '55', 'filename': 'KETI_SL_0000000410.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 117: {'\ufefflabel_name': '내년', 'cluster_id': '56', 'filename': 'KETI_SL_0000000167.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 118: {'\ufefflabel_name': '밭', 'cluster_id': '56', 'filename': 'KETI_SL_0000000224.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 119: {'\ufefflabel_name': '뼈', 'cluster_id': '56', 'filename': 'KETI_SL_0000000245.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 120: {'\ufefflabel_name': '해열제', 'cluster_id': '57', 'filename': 'KETI_SL_0000000405.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 121: {'\ufefflabel_name': '가스', 'cluster_id': '58', 'filename': 'KETI_SL_0000000107.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 122: {'\ufefflabel_name': '숨을안쉬다', 'cluster_id': '58', 'filename': 'KETI_SL_0000000271.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 123: {'\ufefflabel_name': '집', 'cluster_id': '58', 'filename': 'KETI_SL_0000000367.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 124: {'\ufefflabel_name': '택시', 'cluster_id': '58', 'filename': 'KETI_SL_0000000384.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 125: {'\ufefflabel_name': '가슴', 'cluster_id': '59', 'filename': 'KETI_SL_0000000108.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 126: {'\ufefflabel_name': '결박', 'cluster_id': '59', 'filename': 'KETI_SL_0000000123.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 127: {'\ufefflabel_name': '다리', 'cluster_id': '59', 'filename': 'KETI_SL_0000000178.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 128: {'\ufefflabel_name': '머리', 'cluster_id': '59', 'filename': 'KETI_SL_0000000206.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 129: {'\ufefflabel_name': '보내주세요(경찰)', 'cluster_id': '60', 'filename': 'KETI_SL_0000000234.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 130: {'\ufefflabel_name': '벼락', 'cluster_id': '61', 'filename': 'KETI_SL_0000000231.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 131: {'\ufefflabel_name': '성북구', 'cluster_id': '61', 'filename': 'KETI_SL_0000000258.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 132: {'\ufefflabel_name': '열어주세요', 'cluster_id': '61', 'filename': 'KETI_SL_0000000305.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 133: {'\ufefflabel_name': '말려주세요', 'cluster_id': '62', 'filename': 'KETI_SL_0000000203.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 134: {'\ufefflabel_name': '송파구', 'cluster_id': '63', 'filename': 'KETI_SL_0000000267.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 135: {'\ufefflabel_name': '소방관', 'cluster_id': '64', 'filename': 'KETI_SL_0000000260.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 136: {'\ufefflabel_name': '집단폭행', 'cluster_id': '65', 'filename': 'KETI_SL_0000000368.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 137: {'\ufefflabel_name': '방망이', 'cluster_id': '66', 'filename': 'KETI_SL_0000000223.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 138: {'\ufefflabel_name': '눈', 'cluster_id': '67', 'filename': 'KETI_SL_0000000177.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 139: {'\ufefflabel_name': '우리집', 'cluster_id': '67', 'filename': 'KETI_SL_0000000325.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 140: {'\ufefflabel_name': '절단', 'cluster_id': '67', 'filename': 'KETI_SL_0000000356.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 141: {'\ufefflabel_name': '추락', 'cluster_id': '67', 'filename': 'KETI_SL_0000000375.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 142: {'\ufefflabel_name': '허리', 'cluster_id': '68', 'filename': 'KETI_SL_0000000406.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 143: {'\ufefflabel_name': '허벅지', 'cluster_id': '68', 'filename': 'KETI_SL_0000000407.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 144: {'\ufefflabel_name': '유치원 버스', 'cluster_id': '69', 'filename': 'KETI_SL_0000001169.AVI'}
2025-07-03 19:42:48 - VideoClusterCategorizer - WARNING - Missing data in row 145: {'\ufefflabel_name': '감전', 'cluster_id': '70', 'filename': 'KETI_SL_0000000113.AVI'}
